0.1	-0.008436540338957438
0.101	-0.00842832786609321
0.10200000000000001	-0.008420077651766833
0.10300000000000001	-0.00841178955735003
0.10400000000000001	-0.008403463444214498
0.10500000000000001	-0.00839509917373199
0.10600000000000001	-0.008386696607274258
0.10700000000000001	-0.008378255606213025
0.10800000000000001	-0.008369776031919962
0.10900000000000001	-0.008361257745766876
0.11	-0.008352700609125463
0.111	-0.008344104483367476
0.112	-0.008335469229864584
0.113	-0.008326794709988594
0.114	-0.008318080785111176
0.115	-0.008309327316604082
0.116	-0.008300534165839063
0.117	-0.008291701194187817
0.11800000000000001	-0.008282828263022068
0.11900000000000001	-0.008273915233713597
0.12000000000000001	-0.008264961967634071
0.12100000000000001	-0.008255968326155272
0.122	-0.008246934170648895
0.123	-0.008237859362486666
0.124	-0.008228743763040364
0.125	-0.008219587233681686
0.126	-0.008210389635782328
0.127	-0.008201150830714071
0.128	-0.00819187067984864
0.129	-0.00818254904455773
0.13	-0.008173185786213122
0.131	-0.008163780766186485
0.132	-0.008154333845849598
0.133	-0.008144844886574187
0.134	-0.008135313749731948
0.135	-0.008125740296694633
0.136	-0.008116124388833995
0.137	-0.00810646588752173
0.138	-0.008096764654129562
0.139	-0.008087020550029245
0.14	-0.008077233436592501
0.14100000000000001	-0.008067403175191057
0.14200000000000002	-0.008057529627196636
0.14300000000000002	-0.00804761265398099
0.14400000000000002	-0.008037652116915817
0.14500000000000002	-0.008027647877372895
0.14600000000000002	-0.008017599796723895
0.14700000000000002	-0.008007507736340597
0.14800000000000002	-0.007997371557594696
0.14900000000000002	-0.007987191121857945
0.15000000000000002	-0.007976966290502069
0.15100000000000002	-0.007966696924898792
0.15200000000000002	-0.007956382886419838
0.153	-0.00794602403643696
0.154	-0.007935620236321855
0.155	-0.007925171347446275
0.156	-0.007914677231181944
0.157	-0.007904137748900586
0.158	-0.007893552761973954
0.159	-0.007882922131773773
0.16	-0.007872245719671739
0.161	-0.007861523387039604
0.162	-0.007850754995249093
0.163	-0.007839940405671958
0.164	-0.007829079479679923
0.165	-0.007818172078644686
0.166	-0.0078072180639379984
0.167	-0.007796217296931612
0.168	-0.007785169638997197
0.169	-0.00777407495150656
0.17	-0.00776293309583137
0.171	-0.00775174393334338
0.17200000000000001	-0.007740507325414314
0.173	-0.0077292231334159245
0.174	-0.007717891218719908
0.175	-0.007706511442698016
0.176	-0.007695083666721947
0.177	-0.007683607752163479
0.178	-0.0076720835603943105
0.179	-0.0076605109527861925
0.18	-0.00764888979071085
0.181	-0.0076372199355399795
0.182	-0.007625501248645333
0.183	-0.007613733591398664
0.184	-0.007601916825171667
0.185	-0.0075900508113360965
0.186	-0.007578135411263676
0.187	-0.007566170486326129
0.188	-0.007554155897895182
0.189	-0.007542091507342585
0.19	-0.007529977176040037
0.191	-0.0075178127653592886
0.192	-0.007505598136672065
0.193	-0.007493333151350118
0.194	-0.007481017670765144
0.195	-0.007468651556288869
0.196	-0.0074562346692930714
0.197	-0.007443766871149421
0.198	-0.00743124802322967
0.199	-0.00741867798690557
0.2	-0.007406056623548846
0.201	-0.007393096048249004
0.202	-0.007380084559527406
0.203	-0.007367022709623222
0.20400000000000001	-0.007353911050775597
0.20500000000000002	-0.007340750135223673
0.20600000000000002	-0.007327540515206621
0.20700000000000002	-0.007314282742963585
0.20800000000000002	-0.0073009773707337355
0.20900000000000002	-0.0072876249507561885
0.21000000000000002	-0.007274226035270143
0.21100000000000002	-0.007260781176514741
0.21200000000000002	-0.0072472909267291
0.21300000000000002	-0.007233755838152417
0.21400000000000002	-0.007220176463023836
0.21500000000000002	-0.007206553353582529
